sale_id,product_id,warehouse_id,sale_date,quantity_sold,sales_amount
SAL_00129,PRD_3156,WH_046,2022-05-03,5,1047.2
SAL_00130,PRD_2321,WH_007,2024-03-01,17,2718.47
SAL_00131,PRD_2885,WH_068,2024-03-24,19,4607.88
SAL_00132,PRD_2458,WH_020,2024-06-10,14,2358.44
SAL_00133,PRD_3382,WH_065,2024-10-19,13,2161.77
SAL_00134,PRD_2627,WH_080,2024-05-18,13,1853.93
SAL_00135,PRD_2804,WH_002,2024-07-31,18,4494.24
SAL_00136,PRD_0700,WH_013,2023-07-04,1,15.74
SAL_00137,PRD_3704,WH_058,2024-06-27,12,5480.64
SAL_00138,PRD_0486,WH_006,2023-11-19,9,1422.0
SAL_00139,PRD_1164,WH_032,2023-07-23,5,658.8
SAL_00140,PRD_4055,WH_010,2025-10-12,6,
SAL_00141,PRD_0347,WH_033,2023-09-08,1,33.66
SAL_00142,PRD_3901,WH_001,2024-02-17,18,6703.56
SAL_00143,PRD_1945,WH_010,2025-04-25,12,
SAL_00144,PRD_0572,WH_020,2025-12-16,17,
SAL_00145,PRD_3097,WH_014,2025-05-21,3,555.45
SAL_00146,PRD_0906,WH_026,2023-11-20,8,6079.44
SAL_00147,PRD_2804,WH_010,2023-03-13,4,998.72
SAL_00148,PRD_3450,WH_065,2023-12-12,5,783.1
SAL_00149,PRD_2340,WH_038,2024-08-21,1,277.61
SAL_00150,PRD_3416,WH_022,2023-08-18,15,5484.9
SAL_00151,PRD_4336,WH_021,2022-12-18,6,7306.74
SAL_00152,PRD_2256,WH_017,2023-01-17,1,242.96
SAL_00153,PRD_0477,WH_036,2023-03-14,13,1499.55
SAL_00154,PRD_2934,WH_039,2022-04-05,13,13984.36
SAL_00155,PRD_1531,WH_080,2025-10-26,6,7566.96
SAL_00156,PRD_2171,WH_047,2024-01-23,13,1594.84
SAL_00157,PRD_2595,WH_039,2025-04-19,12,
SAL_00158,PRD_2981,WH_003,2025-09-10,16,7401.44
SAL_00159,PRD_2653,WH_040,2025-05-11,19,2170.56
SAL_00160,PRD_0723,WH_036,2024-09-05,18,3153.78
SAL_00161,PRD_3162,WH_072,2024-05-14,3,3060.15
SAL_00162,PRD_3533,WH_055,2025-07-05,17,1610.24
SAL_00163,PRD_0124,WH_034,2023-11-25,4,642.64
SAL_00164,PRD_0998,WH_016,2025-12-13,13,1083.55
SAL_00165,PRD_4860,WH_055,2024-04-21,8,2484.64
SAL_00166,PRD_0554,WH_021,2023-03-08,13,1123.59
SAL_00167,PRD_0570,WH_025,2024-07-13,2,162.32
SAL_00168,PRD_2438,WH_053,2024-12-20,14,1286.88
SAL_00169,PRD_1155,WH_022,2023-08-15,12,2793.6
SAL_00170,PRD_2724,WH_021,2025-04-18,12,2701.32
SAL_00171,PRD_0828,WH_031,2023-08-23,11,454.74
SAL_00172,PRD_1659,WH_050,2023-01-29,16,9651.36
SAL_00173,PRD_4991,WH_076,2024-06-26,6,6184.44
SAL_00174,PRD_1333,WH_010,2025-02-13,3,1520.61
SAL_00175,PRD_0281,WH_018,2022-10-24,6,261.12
SAL_00176,PRD_3128,WH_079,2023-08-02,8,447.2
SAL_00177,PRD_2425,WH_046,2025-08-27,12,
SAL_00178,PRD_1779,WH_001,2022-03-03,7,3614.03
SAL_00179,PRD_4150,WH_072,2023-10-30,15,1606.95
SAL_00180,PRD_0460,WH_020,2025-10-06,9,1512.27
SAL_00181,PRD_2003,WH_040,2023-07-06,12,912.6
SAL_00182,PRD_0597,WH_026,2025-05-15,13,
SAL_00183,PRD_0273,WH_012,2023-05-17,8,228.16
SAL_00184,PRD_1767,WH_045,2023-01-18,13,1776.71
SAL_00185,PRD_4523,WH_015,2022-11-04,8,1160.72
SAL_00186,PRD_3008,WH_016,2024-07-03,14,12028.24
SAL_00187,PRD_0728,WH_063,2024-08-01,5,551.0
SAL_00188,PRD_1880,WH_048,2023-04-23,9,2338.47
SAL_00189,PRD_3489,WH_074,2023-11-11,11,2952.18
SAL_00190,PRD_0608,WH_031,2023-09-17,1,25.43
SAL_00191,PRD_0634,WH_036,2022-07-06,5,1038.5
SAL_00192,PRD_0564,WH_005,2022-10-18,19,406.41
SAL_00193,PRD_2509,WH_025,2023-06-24,15,1817.85
SAL_00194,PRD_0096,WH_004,2024-05-15,1,90.59
SAL_00195,PRD_2421,WH_025,2024-04-09,9,2403.18
SAL_00196,PRD_3613,WH_029,2022-12-06,8,3109.92
SAL_00197,PRD_3393,WH_012,2023-12-26,14,1925.42
SAL_00198,PRD_2762,WH_068,2025-10-19,13,1269.32
SAL_00199,PRD_0682,WH_024,2022-07-09,14,2252.04
SAL_00200,PRD_3573,WH_004,2022-01-13,4,
SAL_00201,PRD_4702,WH_028,2022-03-14,4,559.56
SAL_00202,PRD_0573,WH_040,2024-03-15,12,
SAL_00203,PRD_4158,WH_034,2025-04-15,16,1819.68
SAL_00204,PRD_3765,WH_041,2025-12-02,3,943.53
SAL_00205,PRD_4869,WH_071,2023-07-21,10,8840.0
SAL_00206,PRD_1056,WH_002,2024-05-07,17,1464.38
SAL_00207,PRD_4322,WH_061,2025-05-07,2,2828.12
SAL_00208,PRD_0560,WH_027,2023-06-06,11,751.08
SAL_00209,PRD_0546,WH_027,2025-12-14,13,3186.17
SAL_00210,PRD_0342,WH_044,2025-07-15,3,432.93
SAL_00211,PRD_1674,WH_044,2023-08-16,6,5694.54
SAL_00212,PRD_0041,WH_007,2024-05-21,2,94.56
SAL_00213,PRD_1372,WH_048,2025-10-21,20,4683.4
SAL_00214,PRD_2591,WH_012,2025-06-19,10,147.9
SAL_00215,PRD_0257,WH_021,2022-12-21,6,415.56
SAL_00216,PRD_3583,WH_035,2025-07-10,15,705.15
SAL_00217,PRD_0939,WH_051,2025-03-22,7,1819.44
SAL_00218,PRD_0153,WH_059,2023-05-17,4,432.44
SAL_00219,PRD_1339,WH_055,2023-05-22,15,2670.45
SAL_00220,PRD_0435,WH_038,2023-01-14,11,948.86
SAL_00221,PRD_3480,WH_012,2022-03-17,16,4070.4
SAL_00222,PRD_1133,WH_051,2023-10-06,2,950.24
SAL_00223,PRD_0372,WH_079,2023-06-05,18,1818.0
SAL_00224,PRD_1830,WH_064,2025-04-12,2,849.44
SAL_00225,PRD_1820,WH_030,2025-07-23,18,9477.9
SAL_00226,PRD_0876,WH_033,2025-06-06,18,3680.82
SAL_00227,PRD_1097,WH_077,2024-03-25,2,271.42
SAL_00228,PRD_3299,WH_005,2024-08-15,1,335.24
SAL_00229,PRD_2648,WH_044,2024-05-16,8,1248.72
SAL_00230,PRD_0667,WH_010,2023-07-22,12,2511.36
SAL_00231,PRD_4537,WH_005,2022-09-20,18,3081.78
SAL_00232,PRD_0984,WH_020,2024-01-21,11,7865.33
SAL_00233,PRD_2181,WH_016,2024-05-19,19,4406.86
SAL_00234,PRD_2348,WH_003,2022-10-19,8,1837.76
SAL_00235,PRD_0664,WH_068,2024-11-03,10,2265.2
SAL_00236,PRD_0934,WH_066,2023-10-19,19,1685.87
SAL_00237,PRD_1967,WH_052,2024-08-23,4,115.88
SAL_00238,PRD_0804,WH_059,2024-05-31,14,
SAL_00239,PRD_0987,WH_005,2023-11-14,10,856.9
SAL_00240,PRD_2535,WH_020,2024-06-01,14,1162.14
SAL_00241,PRD_3077,WH_044,2023-08-21,13,14533.09
SAL_00242,PRD_3505,WH_072,2024-12-08,8,2706.48
SAL_00243,PRD_0386,WH_054,2025-12-03,15,319.95
SAL_00244,PRD_3096,WH_002,2024-11-23,9,1939.41
SAL_00245,PRD_4355,WH_017,2022-06-16,19,3882.27
SAL_00246,PRD_2391,WH_028,2023-10-15,6,149.64
SAL_00247,PRD_2497,WH_047,2023-08-23,6,840.6
SAL_00248,PRD_4664,WH_050,2025-03-03,11,602.69
SAL_00249,PRD_3928,WH_046,2024-07-21,10,5362.1
SAL_00250,PRD_2288,WH_005,2022-06-21,5,1407.65
SAL_00251,PRD_3279,WH_059,2025-04-03,7,893.13
SAL_00252,PRD_0564,WH_051,2024-06-23,13,278.07
SAL_00253,PRD_1555,WH_015,2022-12-09,20,23111.0
SAL_00254,PRD_2968,WH_036,2023-03-07,7,6809.46
SAL_00255,PRD_0924,WH_018,2023-04-04,5,2022.85
SAL_00256,PRD_1831,WH_052,2024-09-21,17,9800.33
SAL_00257,PRD_0539,WH_015,2023-04-12,1,221.76
SAL_00258,PRD_4097,WH_002,2022-10-11,13,2630.81
SAL_00259,PRD_4086,WH_030,2022-02-12,18,3161.52
SAL_00260,PRD_1957,WH_003,2022-10-26,13,1891.5
SAL_00261,PRD_0598,WH_003,2024-12-19,14,340.9
SAL_00262,PRD_2809,WH_013,2023-03-24,17,5095.58
SAL_00263,PRD_0664,WH_055,2023-08-31,12,2718.24
SAL_00264,PRD_0710,WH_076,2025-09-10,16,3991.84
SAL_00265,PRD_4823,WH_037,2024-12-28,18,12404.16
SAL_00266,PRD_0320,WH_051,2024-11-23,12,1257.84
SAL_00267,PRD_1362,WH_004,2022-11-13,16,9368.0
SAL_00268,PRD_2276,WH_062,2025-07-29,15,
SAL_00269,PRD_0345,WH_032,2022-08-30,6,898.92
SAL_00270,PRD_0129,WH_035,2022-11-15,3,588.99
SAL_00271,PRD_2220,WH_063,2022-06-21,8,1150.8
SAL_00272,PRD_0365,WH_008,2024-01-08,3,118.62
SAL_00273,PRD_0785,WH_032,2022-05-21,3,903.96
SAL_00274,PRD_2034,WH_039,2024-02-28,15,1900.65
SAL_00275,PRD_1204,WH_046,2023-02-25,12,5168.76
SAL_00276,PRD_2940,WH_054,2024-07-31,17,20054.9
SAL_00277,PRD_4762,WH_047,2025-02-26,15,13170.0
SAL_00278,PRD_3192,WH_068,2022-11-16,13,3882.71
SAL_00279,PRD_5000,WH_079,2024-09-02,14,13973.54
SAL_00280,PRD_1410,WH_002,2025-01-28,6,666.3
SAL_00281,PRD_0985,WH_029,2022-02-22,13,7518.16
SAL_00282,PRD_0661,WH_029,2023-04-04,14,897.12
SAL_00283,PRD_4033,WH_058,2022-05-11,3,126.48
SAL_00284,PRD_1415,WH_021,2025-07-26,12,
SAL_00285,PRD_2942,WH_001,2023-03-01,11,2308.79
SAL_00286,PRD_2792,WH_005,2024-02-28,10,2647.2
SAL_00287,PRD_0188,WH_074,2025-05-27,7,
SAL_00288,PRD_4007,WH_074,2025-08-24,2,447.52
SAL_00289,PRD_1990,WH_018,2024-05-16,18,677.88
SAL_00290,PRD_0694,WH_075,2023-10-13,15,2066.55
SAL_00291,PRD_4868,WH_071,2025-09-07,14,2708.3
SAL_00292,PRD_3192,WH_052,2023-12-13,1,298.67
SAL_00293,PRD_2551,WH_017,2022-07-08,2,271.6
SAL_00294,PRD_4927,WH_008,2022-10-25,8,3094.16
SAL_00295,PRD_3215,WH_011,2024-07-17,8,1614.24
SAL_00296,PRD_0384,WH_014,2025-01-20,7,828.24
SAL_00297,PRD_4944,WH_063,2025-09-12,3,
SAL_00298,PRD_2466,WH_023,2024-01-12,5,547.75
SAL_00299,PRD_0964,WH_051,2024-12-14,16,11716.0
SAL_00300,PRD_3578,WH_059,2025-10-04,13,1815.58
SAL_00301,PRD_0158,WH_030,2024-07-26,15,3035.4
SAL_00302,PRD_2714,WH_015,2025-12-22,12,2567.52
SAL_00303,PRD_0498,WH_034,2024-06-12,8,1145.44
SAL_00304,PRD_0285,WH_009,2023-03-16,14,880.88
SAL_00305,PRD_1237,WH_064,2022-08-22,20,11809.4
SAL_00306,PRD_1249,WH_063,2024-01-25,18,8282.7
SAL_00307,PRD_2479,WH_075,2024-09-29,10,620.9
SAL_00308,PRD_2323,WH_064,2025-07-05,5,1458.8
SAL_00309,PRD_2843,WH_049,2023-08-20,5,1191.65
SAL_00310,PRD_0543,WH_027,2023-04-06,10,1909.7
SAL_00311,PRD_3942,WH_036,2024-05-08,18,15375.24
SAL_00312,PRD_3822,WH_013,2023-01-08,9,2855.43
SAL_00313,PRD_0672,WH_051,2022-06-01,8,584.16
SAL_00314,PRD_1938,WH_066,2024-06-19,6,918.66
SAL_00315,PRD_1996,WH_053,2025-05-12,18,3738.06
SAL_00316,PRD_4212,WH_077,2025-01-02,4,1017.0
SAL_00317,PRD_4135,WH_078,2025-12-20,1,163.55
SAL_00318,PRD_0222,WH_053,2022-04-24,5,974.0
SAL_00319,PRD_4712,WH_058,2024-03-21,8,3517.28
SAL_00320,PRD_0226,WH_023,2024-12-12,6,918.36
SAL_00321,PRD_2252,WH_003,2024-12-27,15,2961.75
SAL_00322,PRD_1016,WH_069,2024-07-03,8,
SAL_00323,PRD_1417,WH_052,2025-04-17,2,693.04
SAL_00324,PRD_2595,WH_078,2025-02-09,1,143.91
SAL_00325,PRD_2404,WH_001,2025-11-15,10,475.9
SAL_00326,PRD_0523,WH_055,2023-04-07,17,
SAL_00327,PRD_4809,WH_019,2023-12-22,15,3995.4
SAL_00328,PRD_0095,WH_031,2022-01-17,5,389.9
SAL_00329,PRD_1182,WH_032,2024-08-25,12,2129.52
SAL_00330,PRD_3507,WH_003,2022-07-18,3,761.31
SAL_00331,PRD_3745,WH_068,2025-12-01,8,4910.08
SAL_00332,PRD_3488,WH_006,2024-07-07,10,3896.6
SAL_00333,PRD_1329,WH_077,2024-04-05,18,7800.66
SAL_00334,PRD_2787,WH_042,2025-08-30,16,3767.04
SAL_00335,PRD_3268,WH_020,2024-04-22,8,2485.04
SAL_00336,PRD_2378,WH_048,2022-07-27,11,1825.23
SAL_00337,PRD_2809,WH_075,2024-05-20,11,
SAL_00338,PRD_2270,WH_061,2023-06-15,6,1332.06
SAL_00339,PRD_0181,WH_011,2022-06-30,20,2910.8
SAL_00340,PRD_0867,WH_022,2025-12-12,14,6022.8
SAL_00341,PRD_2900,WH_008,2023-11-15,12,2618.4
SAL_00342,PRD_0750,WH_056,2024-05-06,16,4243.84
SAL_00343,PRD_1840,WH_014,2024-09-14,18,2355.66
SAL_00344,PRD_2186,WH_057,2025-11-04,15,
SAL_00345,PRD_2778,WH_009,2022-01-06,16,3272.32
SAL_00346,PRD_0815,WH_059,2023-03-21,19,6425.99
SAL_00347,PRD_2455,WH_037,2023-11-30,18,347.4
SAL_00348,PRD_2461,WH_067,2022-08-23,15,2603.55
SAL_00349,PRD_3700,WH_038,2024-03-17,14,6711.04
SAL_00350,PRD_2263,WH_018,2025-10-25,15,1919.25
SAL_00351,PRD_0948,WH_052,2022-10-08,18,
SAL_00352,PRD_2136,WH_021,2022-11-01,1,204.42
SAL_00353,PRD_0343,WH_006,2024-09-06,11,713.13
SAL_00354,PRD_2511,WH_065,2025-11-08,17,1458.09
SAL_00355,PRD_4187,WH_056,2022-04-26,12,
SAL_00356,PRD_2165,WH_004,2024-08-20,13,2618.98
SAL_00357,PRD_0937,WH_075,2023-02-26,12,7715.52
SAL_00358,PRD_1494,WH_014,2022-06-26,13,19105.84
SAL_00359,PRD_4117,WH_057,2022-12-01,7,1898.19
SAL_00360,PRD_3559,WH_002,2023-05-04,2,58.4
SAL_00361,PRD_3515,WH_034,2023-01-25,16,
SAL_00362,PRD_2317,WH_018,2025-02-14,7,856.1
SAL_00363,PRD_1447,WH_041,2024-02-12,9,
SAL_00364,PRD_0418,WH_019,2022-08-22,15,
SAL_00365,PRD_4846,WH_036,2023-01-24,2,1850.26
SAL_00366,PRD_0558,WH_001,2022-12-30,15,
SAL_00367,PRD_0789,WH_073,2022-08-02,7,1316.77
SAL_00368,PRD_3268,WH_064,2025-06-09,2,621.26
SAL_00369,PRD_1221,WH_002,2022-05-17,14,2724.96
SAL_00370,PRD_2405,WH_079,2023-10-30,7,1529.43
SAL_00371,PRD_3250,WH_075,2023-06-13,1,154.09
SAL_00372,PRD_2281,WH_050,2023-08-21,7,1917.02
SAL_00373,PRD_2007,WH_028,2025-01-06,8,1231.28
SAL_00374,PRD_0167,WH_071,2025-05-20,1,202.81
SAL_00375,PRD_1995,WH_069,2023-05-04,13,
SAL_00376,PRD_1837,WH_030,2024-01-11,1,516.71
SAL_00377,PRD_4011,WH_054,2025-04-28,6,858.3
SAL_00378,PRD_1795,WH_064,2025-09-24,12,6103.8
SAL_00379,PRD_2609,WH_064,2024-02-20,5,275.1
SAL_00380,PRD_3332,WH_078,2025-12-31,10,
SAL_00381,PRD_1908,WH_063,2024-04-24,1,335.43
SAL_00382,PRD_0821,WH_041,2025-05-04,19,13680.57
SAL_00383,PRD_4078,WH_063,2023-02-25,14,2084.46
SAL_00384,PRD_4085,WH_022,2023-10-14,14,599.2
SAL_00385,PRD_4107,WH_018,2024-09-19,3,819.72
SAL_00386,PRD_0865,WH_021,2025-01-10,5,3869.4
SAL_00387,PRD_1036,WH_040,2022-06-23,19,3143.36
SAL_00388,PRD_4200,WH_044,2023-08-19,4,508.48
SAL_00389,PRD_0398,WH_023,2023-05-31,2,23.54
SAL_00390,PRD_2719,WH_034,2023-09-11,6,1751.46
SAL_00391,PRD_0938,WH_043,2023-03-31,8,2651.84
SAL_00392,PRD_3003,WH_020,2024-08-02,17,12614.51
SAL_00393,PRD_3650,WH_004,2022-12-20,5,384.05
SAL_00394,PRD_1515,WH_007,2023-05-24,5,3553.35
SAL_00395,PRD_0473,WH_046,2022-05-29,3,170.55
SAL_00396,PRD_3068,WH_074,2024-03-10,6,5594.7
SAL_00397,PRD_0184,WH_031,2024-12-27,19,800.47
SAL_00398,PRD_0050,WH_037,2023-07-20,8,832.16
SAL_00399,PRD_3995,WH_003,2023-05-05,1,67.01
SAL_00400,PRD_3575,WH_077,2024-10-18,13,3429.01
SAL_00401,PRD_2396,WH_069,2022-01-03,6,596.34
SAL_00402,PRD_2756,WH_035,2024-03-22,15,3248.1
SAL_00403,PRD_4616,WH_071,2022-04-26,17,
SAL_00404,PRD_0207,WH_031,2022-10-24,16,495.68
SAL_00405,PRD_0673,WH_032,2023-09-18,7,690.9
SAL_00406,PRD_3050,WH_052,2025-07-18,18,14603.94
SAL_00407,PRD_0833,WH_023,2025-02-14,4,1779.6
SAL_00408,PRD_0645,WH_071,2023-07-09,12,2764.92
SAL_00409,PRD_1766,WH_015,2024-06-18,4,768.8
SAL_00410,PRD_3017,WH_077,2022-04-07,11,5173.08
SAL_00411,PRD_0655,WH_075,2024-03-23,13,2783.04
SAL_00412,PRD_1688,WH_025,2022-12-11,9,12126.33
SAL_00413,PRD_2121,WH_050,2022-12-02,14,2923.34
SAL_00414,PRD_0537,WH_036,2023-04-03,18,2262.96
SAL_00415,PRD_1951,WH_043,2024-01-08,9,1019.34
SAL_00416,PRD_3893,WH_012,2025-02-18,13,7747.22
SAL_00417,PRD_3150,WH_058,2024-02-29,11,1442.32
SAL_00418,PRD_2058,WH_037,2023-01-10,12,680.64
SAL_00419,PRD_0396,WH_007,2023-12-07,6,143.82
SAL_00420,PRD_0077,WH_063,2025-10-02,18,3763.62
SAL_00421,PRD_0222,WH_073,2025-02-10,4,779.2
SAL_00422,PRD_3174,WH_001,2022-11-05,20,2839.2
SAL_00423,PRD_2907,WH_063,2022-04-02,7,1272.18
SAL_00424,PRD_3150,WH_042,2023-04-05,9,1180.08
SAL_00425,PRD_0993,WH_004,2023-10-27,2,710.34
SAL_00426,PRD_0292,WH_031,2024-07-15,7,724.78
SAL_00427,PRD_2962,WH_029,2023-03-08,11,7079.49
SAL_00428,PRD_4218,WH_013,2024-11-22,14,2005.36
SAL_00429,PRD_1822,WH_025,2023-02-12,14,8731.8
SAL_00430,PRD_3268,WH_036,2023-10-09,18,5591.34
