product_id,product_name,category_id,supplier_id,unit_price,reorder_level,shelf_life_days
PRD_0039,NutriMax Milk Family Pack 24pcs,CAT_001,SUP_024,110.04,63,9
PRD_0040,ValueMart Milk Classic 750g,CAT_001,SUP_155,209.95,105,14
PRD_0041,KitchenPro Yogurt Premium 500ml,CAT_001,SUP_142,47.28,49,14
PRD_0042,MunchTime Butter Regular 24pcs,CAT_001,SUP_196,217.15,106,7
PRD_0043,SwiftCart Cheese Fresh 200ml,CAT_001,SUP_163,119.53,100,15
PRD_0044,DailyDrop Cheese Fresh 12pcs,CAT_001,SUP_014,130.62,44,13
PRD_0045,FreshCo Butter Max 100g,CAT_001,SUP_001,67.51,41,10
PRD_0046,SwiftCart Butter Max 200ml,CAT_001,SUP_142,50.79,48,8
PRD_0047,PureLeaf Milk Lite 1L,CAT_001,SUP_142,78.1,94,12
PRD_0048,QuickNest Paneer Daily 1L,CAT_001,SUP_024,203.29,104,10
PRD_0049,ComfortLine Butter Value Pack 500ml,CAT_001,SUP_185,122.13,53,7
PRD_0050,ComfortLine Cheese Premium 2kg,CAT_001,SUP_073,104.02,95,13
PRD_0051,GoodStore Cream Family Pack 12pcs,CAT_001,SUP_034,45.78,105,11
PRD_0052,CarePlus Butter Regular 2kg,CAT_001,SUP_185,76.42,50,12
PRD_0053,KitchenPro Butter Premium 12pcs,CAT_001,SUP_024,167.78,117,15
PRD_0054,PureLeaf Butter Value Pack 6pcs,CAT_001,SUP_071,121.38,29,7
PRD_0055,HealthySip Paneer Premium 200g,CAT_001,SUP_040,106.66,111,8
PRD_0056,KitchenPro Milk Regular 200g,CAT_001,SUP_155,57.43,84,9
PRD_0057,DailyDrop Cheese Fresh 1L,CAT_001,SUP_186,42.62,45,11
PRD_0058,SwiftCart Yogurt Regular 2kg,CAT_001,SUP_034,188.23,30,10
PRD_0059,DailyDrop Cream Daily 750g,CAT_001,SUP_014,165.21,58,14
PRD_0060,SwiftCart Curd Fresh 1L,CAT_001,SUP_176,135.45,117,13
PRD_0061,HealthySip Paneer Premium 500g,CAT_001,SUP_109,154.42,41,11
PRD_0062,GoodStore Cream Premium 1kg,CAT_001,SUP_126,119.33,55,10
PRD_0063,CarePlus Cheese Plus 24pcs,CAT_001,SUP_030,56.59,100,8
PRD_0064,QuickNest Cheese Lite 100g,CAT_001,SUP_126,146.55,85,11
PRD_0065,SmartLife Yogurt Regular 1kg,CAT_001,SUP_068,92.15,59,7
PRD_0066,PrimePick Paneer Plus 1L,CAT_001,SUP_142,105.49,80,14
PRD_0067,FreshCo Paneer Fresh 200g,CAT_001,SUP_176,109.79,58,9
PRD_0068,KitchenPro Butter Regular 200ml,CAT_001,SUP_184,184.72,120,9
PRD_0069,SmartLife Curd Regular 12pcs,CAT_001,SUP_040,78.07,117,9
PRD_0070,PrimePick Milk Daily 250g,CAT_001,SUP_191,86.35,78,7
PRD_0071,UrbanBasket Yogurt Max 750g,CAT_001,SUP_034,51.68,93,15
PRD_0072,ComfortLine Butter Plus 200ml,CAT_001,SUP_126,111.97,66,14
PRD_0073,FamilyChoice Paneer Regular 200g,CAT_001,SUP_034,172.89,114,11
PRD_0074,SmartLife Milk Daily 6pcs,CAT_001,SUP_114,173.01,120,12
PRD_0075,SmartLife Cheese Family Pack 100g,CAT_001,SUP_001,149.26,91,15
PRD_0076,DailyDrop Cheese Family Pack 100g,CAT_001,SUP_014,201.16,31,15
PRD_0077,PrimePick Paneer Value Pack 24pcs,CAT_001,SUP_065,209.09,66,13
PRD_0078,SwiftCart Curd Max 100g,CAT_001,SUP_034,219.87,45,11
PRD_0079,PrimePick Paneer Fresh 2kg,CAT_001,SUP_163,117.28,26,11
PRD_0080,GoodStore Cheese Regular 6pcs,CAT_001,SUP_142,167.55,67,14
PRD_0081,DailyDrop Butter Classic 2kg,CAT_001,SUP_185,214.36,106,8
PRD_0082,PureLeaf Milk Plus 1L,CAT_001,SUP_001,170.29,58,9
PRD_0083,KitchenPro Yogurt Premium 750g,CAT_001,SUP_001,87.22,36,14
PRD_0084,PureLeaf Milk Daily 250g,CAT_001,SUP_185,69.85,79,8
PRD_0085,NutriMax Cream Plus 200g,CAT_001,SUP_070,197.57,62,14
PRD_0086,KitchenPro Paneer Plus 1L,CAT_001,SUP_040,111,106,13
PRD_0087,SmartLife Butter Regular 12pcs,CAT_001,SUP_163,86.48,23,12
PRD_0088,ValueMart Curd Fresh 200g,CAT_001,SUP_073,87.16,101,7
PRD_0089,FamilyChoice Cheese Regular 500g,CAT_001,SUP_109,197.77,61,8
PRD_0090,PrimePick Yogurt Premium 500g,CAT_001,SUP_054,29.76,61,8
PRD_0091,HappyHome Curd Daily 250g,CAT_001,SUP_054,29.15,32,8
PRD_0092,UrbanBasket Cream Max 250g,CAT_001,SUP_185,208.12,118,13
PRD_0093,EliteOne Cream Daily 24pcs,CAT_001,SUP_164,26.85,48,7
PRD_0094,EliteOne Yogurt Daily 6pcs,CAT_001,SUP_024,103.38,76,14
PRD_0095,PureLeaf Cream Max 250g,CAT_001,SUP_142,77.98,29,15
PRD_0096,MunchTime Butter Value Pack 6pcs,CAT_001,SUP_126,90.59,103,11
PRD_0097,DailyDrop Cheese Fresh 1kg,CAT_001,SUP_142,167.79,68,9
PRD_0098,MunchTime Curd Classic 200ml,CAT_001,SUP_191,116.13,49,8
PRD_0099,SmartLife Curd Premium 200g,CAT_001,SUP_196,82.78,81,11
PRD_0100,MunchTime Butter Fresh 1L,CAT_001,SUP_028,33.21,84,11
PRD_0101,EliteOne Butter Family Pack 6pcs,CAT_001,SUP_024,217.61,92,7
PRD_0102,HealthySip Cheese Lite 500ml,CAT_001,SUP_191,101.37,87,11
PRD_0103,SwiftCart Butter Regular 24pcs,CAT_001,SUP_040,178.34,62,12
PRD_0104,ValueMart Cheese Family Pack 100g,CAT_001,SUP_164,216.55,82,14
PRD_0105,FamilyChoice Butter Daily 500ml,CAT_001,SUP_184,116.14,96,8
PRD_0106,NutriMax Curd Plus 750g,CAT_001,SUP_086,57.57,71,10
PRD_0107,PureLeaf Cream Daily 6pcs,CAT_001,SUP_191,70.18,39,12
PRD_0108,PureLeaf Cream Regular 200g,CAT_001,SUP_070,143.51,93,8
PRD_0109,GlowCare Cheese Value Pack 750g,CAT_001,SUP_054,99.9,60,7
PRD_0110,UrbanBasket Curd Lite 1L,CAT_001,SUP_109,211.67,25,11
PRD_0111,GlowCare Curd Daily 250g,CAT_001,SUP_040,36.28,66,13
PRD_0112,GoodStore Curd Regular 2kg,CAT_001,SUP_155,197.34,118,10
PRD_0113,FamilyChoice Yogurt Plus 200g,CAT_001,SUP_196,219.01,80,9
PRD_0114,FreshCo Curd Value Pack 1kg,CAT_001,SUP_088,172.86,81,7
PRD_0115,PureLeaf Paneer Max 24pcs,CAT_001,SUP_053,55.01,51,9
PRD_0116,PrimePick Paneer Premium 250g,CAT_001,SUP_065,68.77,108,15
PRD_0117,SwiftCart Cream Fresh 500ml,CAT_001,SUP_028,199.51,120,8
PRD_0118,PureLeaf Yogurt Daily 24pcs,CAT_001,SUP_155,114.2,75,9
PRD_0119,GlowCare Cheese Lite 250g,CAT_001,SUP_088,78.23,48,15
PRD_0120,ComfortLine Cream Lite 24pcs,CAT_001,SUP_164,33.65,117,15
PRD_0121,KitchenPro Milk Family Pack 1kg,CAT_001,SUP_164,89.17,44,11
PRD_0122,SmartLife Cheese Max 24pcs,CAT_001,SUP_163,168.37,117,14
PRD_0123,CarePlus Cheese Max 750g,CAT_001,SUP_053,74.27,57,14
PRD_0124,EliteOne Curd Max 200ml,CAT_001,SUP_065,160.66,67,8
PRD_0125,GlowCare Cream Fresh 500ml,CAT_001,SUP_086,40.8,79,11
PRD_0126,HappyHome Paneer Daily 24pcs,CAT_001,SUP_155,218.34,59,9
PRD_0127,QuickNest Cream Max 100g,CAT_001,SUP_071,185.81,75,14
PRD_0128,SwiftCart Cheese Fresh 12pcs,CAT_001,SUP_073,157.21,110,7
PRD_0129,UrbanBasket Curd Lite 24pcs,CAT_001,SUP_126,196.33,38,14
PRD_0130,FamilyChoice Butter Plus 250g,CAT_001,SUP_040,72.83,78,15
PRD_0131,MunchTime Paneer Classic 1kg,CAT_001,SUP_086,90.13,64,15
PRD_0132,GlowCare Milk Regular 500ml,CAT_001,SUP_200,206.37,119,12
PRD_0133,UrbanBasket Butter Family Pack 1kg,CAT_001,SUP_030,61.9,24,15
PRD_0134,SwiftCart Curd Regular 12pcs,CAT_001,SUP_054,30.7,42,11
PRD_0135,DailyDrop Paneer Max 750g,CAT_001,SUP_155,169.98,50,8
PRD_0136,HealthySip Cream Daily 200ml,CAT_001,SUP_068,184.5,97,13
PRD_0137,FreshCo Milk Family Pack 750g,CAT_001,SUP_054,62.66,32,7
PRD_0138,ComfortLine Cheese Plus 500ml,CAT_001,SUP_073,134.17,114,8
PRD_0139,SmartLife Cream Value Pack 500g,CAT_001,SUP_073,148.63,107,9
PRD_0140,CarePlus Milk Daily 2kg,CAT_001,SUP_185,50.05,102,13
PRD_0141,SwiftCart Milk Daily 200ml,CAT_001,SUP_030,130.55,115,8
PRD_0142,FamilyChoice Yogurt Family Pack 1L,CAT_001,SUP_054,91.67,79,11
PRD_0143,KitchenPro Curd Daily 100g,CAT_001,SUP_109,44.99,87,10
PRD_0144,EliteOne Paneer Lite 2kg,CAT_001,SUP_040,159.14,87,7
PRD_0145,NutriMax Cheese Fresh 200g,CAT_001,SUP_196,175.34,36,12
PRD_0146,FamilyChoice Cream Classic 500ml,CAT_001,SUP_012,92.45,109,14
PRD_0147,HealthySip Cream Plus 100g,CAT_001,SUP_071,33.92,69,10
PRD_0148,FreshCo Curd Premium 1kg,CAT_001,SUP_109,151.28,71,13
PRD_0149,SwiftCart Paneer Daily 24pcs,CAT_001,SUP_186,37.8,52,12
PRD_0150,DailyDrop Paneer Fresh 1kg,CAT_001,SUP_186,97.51,51,9
PRD_0151,ValueMart Cream Max 24pcs,CAT_001,SUP_042,74.24,106,8
PRD_0152,ValueMart Yogurt Lite 24pcs,CAT_001,SUP_142,78.36,48,10
PRD_0153,MunchTime Yogurt Value Pack 100g,CAT_001,SUP_053,108.11,32,15
PRD_0154,HappyHome Milk Regular 100g,CAT_001,SUP_014,56.91,48,10
PRD_0155,GlowCare Cheese Max 500ml,CAT_001,SUP_130,188.79,66,10
PRD_0156,HappyHome Milk Regular 750g,CAT_001,SUP_191,152.63,46,9
PRD_0157,PureLeaf Cream Premium 750g,CAT_001,SUP_071,210.42,75,11
PRD_0158,GlowCare Butter Max 12pcs,CAT_001,SUP_012,202.36,120,10
PRD_0159,ValueMart Curd Max 200ml,CAT_001,SUP_071,102.53,76,11
PRD_0160,FamilyChoice Cream Premium 750g,CAT_001,SUP_034,216.88,20,12
PRD_0161,KitchenPro Milk Lite 1L,CAT_001,SUP_065,69.84,80,9
PRD_0162,SwiftCart Curd Regular 200g,CAT_001,SUP_065,31.07,44,14
PRD_0163,MunchTime Curd Plus 1L,CAT_001,SUP_184,96.86,34,14
PRD_0164,MunchTime Yogurt Max 1kg,CAT_001,SUP_028,56.05,108,7
PRD_0165,NutriMax Yogurt Plus 1L,CAT_001,SUP_126,42.78,27,8
PRD_0166,DailyDrop Yogurt Plus 200g,CAT_001,SUP_071,173.4,22,11
PRD_0167,ValueMart Cheese Lite 100g,CAT_001,SUP_164,202.81,22,10
PRD_0168,PrimePick Milk Family Pack 200g,CAT_001,SUP_071,180.32,44,13
PRD_0169,GlowCare Curd Classic 1L,CAT_001,SUP_054,49.41,103,10
PRD_0170,MunchTime Yogurt Regular 1kg,CAT_001,SUP_164,133.89,67,15
PRD_0171,UrbanBasket Cream Lite 1L,CAT_001,SUP_071,56.36,105,12
PRD_0172,PureLeaf Butter Value Pack 6pcs,CAT_001,SUP_200,88.56,21,14
PRD_0173,FreshCo Milk Lite 12pcs,CAT_001,SUP_114,109.48,83,7
PRD_0174,GlowCare Cheese Premium 500ml,CAT_001,SUP_130,27.27,37,8
PRD_0175,QuickNest Cream Max 12pcs,CAT_001,SUP_176,118.59,114,12
PRD_0176,SmartLife Cheese Max 12pcs,CAT_001,SUP_053,81.87,64,15
PRD_0177,PrimePick Milk Max 200g,CAT_001,SUP_088,192.72,60,14
PRD_0178,MunchTime Yogurt Regular 200g,CAT_001,SUP_109,166.24,70,14
PRD_0179,UrbanBasket Yogurt Fresh 500ml,CAT_001,SUP_065,53.45,95,15
PRD_0180,ValueMart Curd Lite 12pcs,CAT_001,SUP_071,136.33,98,12
PRD_0181,CarePlus Cheese Family Pack 200g,CAT_001,SUP_155,145.54,39,7
PRD_0182,HealthySip Paneer Regular 100g,CAT_001,SUP_071,134.13,51,8
PRD_0183,GoodStore Butter Daily 250g,CAT_001,SUP_040,88.66,21,7
PRD_0184,SmartLife Milk Max 2kg,CAT_001,SUP_086,42.13,96,7
PRD_0185,KitchenPro Cream Premium 1L,CAT_001,SUP_155,185.78,45,12
PRD_0186,UrbanBasket Curd Max 200ml,CAT_001,SUP_109,87.81,57,13
PRD_0187,GoodStore Paneer Daily 6pcs,CAT_001,SUP_088,64.17,34,8
PRD_0188,PrimePick Cream Fresh 2kg,CAT_001,SUP_191,33.03,63,7
PRD_0189,SwiftCart Cream Lite 500ml,CAT_001,SUP_014,210.55,80,9
PRD_0190,ValueMart Paneer Family Pack 1kg,CAT_001,SUP_109,199.76,28,12
PRD_0191,SmartLife Cheese Value Pack 200g,CAT_001,SUP_053,145.24,114,15
PRD_0192,GoodStore Yogurt Lite 750g,CAT_001,SUP_014,163.27,27,14
PRD_0193,GoodStore Cheese Fresh 200g,CAT_001,SUP_184,164.25,81,10
PRD_0194,EliteOne Cheese Lite 250g,CAT_001,SUP_186,91.19,26,10
PRD_0195,EliteOne Cream Classic 100g,CAT_001,SUP_040,132.84,25,12
PRD_0196,EliteOne Milk Family Pack 750g,CAT_001,SUP_086,113.2,22,15
PRD_0197,FreshCo Cheese Fresh 200ml,CAT_001,SUP_065,56.98,33,8
PRD_0198,SmartLife Yogurt Family Pack 200ml,CAT_001,SUP_001,36.77,106,15
PRD_0199,MunchTime Curd Classic 200g,CAT_001,SUP_184,195,38,13
PRD_0200,KitchenPro Butter Max 200ml,CAT_001,SUP_176,116.69,64,14
PRD_0201,ComfortLine Curd Regular 250g,CAT_001,SUP_024,195.01,72,13
PRD_0202,NutriMax Yogurt Lite 2kg,CAT_001,SUP_071,33.51,63,8
PRD_0203,GoodStore Cheese Regular 200g,CAT_001,SUP_200,29.07,102,12
PRD_0204,SwiftCart Butter Max 750g,CAT_001,SUP_200,89.8,75,15
PRD_0205,SwiftCart Paneer Value Pack 100g,CAT_001,SUP_012,121.19,47,9
PRD_0206,ComfortLine Cream Family Pack 2kg,CAT_001,SUP_184,157.64,112,12
PRD_0207,PureLeaf Cream Regular 1L,CAT_001,SUP_053,30.98,116,13
PRD_0208,ValueMart Cream Fresh 200ml,CAT_001,SUP_185,115.21,113,11
PRD_0209,SmartLife Butter Classic 200ml,CAT_001,SUP_040,166.8,80,14
PRD_0210,FamilyChoice Butter Family Pack 200ml,CAT_001,SUP_176,107.97,23,10
PRD_0211,NutriMax Cheese Classic 100g,CAT_001,SUP_065,123.44,69,7
PRD_0212,ComfortLine Butter Max 6pcs,CAT_001,SUP_065,125.23,55,11
PRD_0213,FreshCo Cheese Plus 200g,CAT_001,SUP_155,102.13,119,8
PRD_0214,NutriMax Curd Plus 24pcs,CAT_001,SUP_071,141.56,55,12
PRD_0215,GlowCare Milk Daily 100g,CAT_001,SUP_053,152.73,77,12
PRD_0216,GoodStore Curd Premium 750g,CAT_001,SUP_012,95.03,22,8
PRD_0217,MunchTime Cheese Fresh 24pcs,CAT_001,SUP_126,148.15,34,7
PRD_0218,ComfortLine Cream Daily 6pcs,CAT_001,SUP_073,50.66,27,10
PRD_0219,SwiftCart Paneer Regular 2kg,CAT_001,SUP_186,202.26,106,8
PRD_0220,NutriMax Cheese Lite 24pcs,CAT_001,SUP_053,60.29,88,12
PRD_0221,FamilyChoice Cheese Fresh 2kg,CAT_001,SUP_028,120.99,81,12
PRD_0222,DailyDrop Milk Regular 250g,CAT_001,SUP_042,194.8,33,14
PRD_0223,MunchTime Cheese Daily 250g,CAT_001,SUP_196,137.99,103,8
PRD_0224,PureLeaf Paneer Regular 1L,CAT_001,SUP_184,43.58,36,15
PRD_0225,ComfortLine Butter Value Pack 12pcs,CAT_001,SUP_186,214.04,85,9
PRD_0226,FamilyChoice Cheese Max 500ml,CAT_001,SUP_014,153.06,84,14
PRD_0227,FreshCo Butter Regular 1kg,CAT_001,SUP_073,141.75,55,13
PRD_0228,EliteOne Butter Classic 750g,CAT_001,SUP_042,113.49,30,9
PRD_0229,EliteOne Curd Family Pack 1L,CAT_001,SUP_191,111.19,99,15
PRD_0230,HealthySip Cheese Fresh 250g,CAT_001,SUP_012,109.02,39,14
PRD_0231,CarePlus Paneer Daily 100g,CAT_001,SUP_073,145.34,20,15
PRD_0232,FreshCo Paneer Regular 200ml,CAT_001,SUP_086,57.57,103,15
PRD_0233,KitchenPro Paneer Family Pack 12pcs,CAT_001,SUP_086,143.08,66,11
PRD_0234,ComfortLine Cheese Classic 200ml,CAT_001,SUP_155,129.03,68,7
PRD_0235,HappyHome Cheese Regular 500ml,CAT_001,SUP_042,162.55,75,12
PRD_0236,GlowCare Cheese Lite 1kg,CAT_001,SUP_185,65.14,80,10
PRD_0237,PureLeaf Cheese Regular 500ml,CAT_001,SUP_130,77.6,21,15
PRD_0238,HealthySip Cheese Family Pack 500g,CAT_001,SUP_126,128.58,39,7
PRD_0239,SmartLife Cheese Value Pack 500g,CAT_001,SUP_065,48.81,89,11
PRD_0240,HappyHome Yogurt Max 12pcs,CAT_001,SUP_024,207.11,88,7
PRD_0241,NutriMax Butter Value Pack 500ml,CAT_001,SUP_065,123.91,97,10
PRD_0242,EliteOne Milk Fresh 6pcs,CAT_001,SUP_012,217.39,107,8
PRD_0243,NutriMax Butter Lite 24pcs,CAT_001,SUP_065,88.01,48,15
PRD_0244,SmartLife Milk Premium 12pcs,CAT_001,SUP_109,138.12,75,8
PRD_0245,QuickNest Butter Max 12pcs,CAT_001,SUP_176,91.82,57,10
PRD_0246,GoodStore Paneer Fresh 750g,CAT_001,SUP_126,49.52,64,10
PRD_0247,SwiftCart Paneer Daily 1L,CAT_001,SUP_200,162.41,27,8
PRD_0248,DailyDrop Paneer Fresh 6pcs,CAT_001,SUP_163,61.73,27,12
PRD_0249,CarePlus Yogurt Premium 100g,CAT_001,SUP_086,194.29,105,8
PRD_0250,HealthySip Curd Lite 200g,CAT_001,SUP_068,154.02,109,8
PRD_0251,ValueMart Cheese Max 2kg,CAT_001,SUP_042,72.61,45,14
PRD_0252,HappyHome Popcorn Value Pack 24pcs,CAT_002,SUP_175,156.98,142,135
PRD_0253,DailyDrop Crackers Premium 24pcs,CAT_002,SUP_098,29.23,118,105
PRD_0254,CarePlus Trail Mix Classic 500ml,CAT_002,SUP_038,166.18,30,206
PRD_0255,ValueMart Puffs Plus 100g,CAT_002,SUP_058,169.95,171,112
PRD_0256,ValueMart Puffs Value Pack 12pcs,CAT_002,SUP_029,123.39,134,149
PRD_0257,SmartLife Chips Daily 1L,CAT_002,SUP_140,69.26,92,132
PRD_0258,SmartLife Crackers Fresh 200ml,CAT_002,SUP_007,157.29,118,235
PRD_0259,PrimePick Puffs Max 500ml,CAT_002,SUP_186,137.91,106,218
PRD_0260,SwiftCart Namkeen Lite 1kg,CAT_002,SUP_118,135.54,97,157
PRD_0261,QuickNest Puffs Lite 12pcs,CAT_002,SUP_144,78.7,161,161
PRD_0262,PureLeaf Popcorn Value Pack 24pcs,CAT_002,SUP_168,84.49,111,
PRD_0263,HappyHome Popcorn Daily 250g,CAT_002,SUP_028,145.63,112,168
PRD_0264,KitchenPro Puffs Regular 500ml,CAT_002,SUP_039,149.03,117,113
PRD_0265,SwiftCart Puffs Lite 250g,CAT_002,SUP_042,120.34,172,
PRD_0266,CarePlus Crackers Value Pack 100g,CAT_002,SUP_091,72.3,172,
PRD_0267,MunchTime Namkeen Value Pack 24pcs,CAT_002,SUP_064,74.67,122,220
PRD_0268,EliteOne Crackers Daily 12pcs,CAT_002,SUP_144,50.38,64,231
PRD_0269,NutriMax Crackers Family Pack 12pcs,CAT_002,SUP_020,12.49,40,158
PRD_0270,SwiftCart Popcorn Value Pack 200ml,CAT_002,SUP_142,38.64,103,233
PRD_0271,FamilyChoice Puffs Value Pack 12pcs,CAT_002,SUP_057,95.08,114,
PRD_0272,SmartLife Chips Daily 1kg,CAT_002,SUP_011,171.75,146,213
PRD_0273,PrimePick Namkeen Lite 200ml,CAT_002,SUP_061,28.52,162,107
PRD_0274,ComfortLine Popcorn Plus 1kg,CAT_002,SUP_057,108.63,73,74
PRD_0275,HealthySip Trail Mix Fresh 24pcs,CAT_002,SUP_167,77.04,116,
PRD_0276,HappyHome Popcorn Family Pack 24pcs,CAT_002,SUP_121,136.97,137,182
PRD_0277,ComfortLine Cookies Premium 24pcs,CAT_002,SUP_007,98.61,50,210
PRD_0278,FamilyChoice Puffs Regular 12pcs,CAT_002,SUP_177,83.25,109,106
PRD_0279,SwiftCart Trail Mix Fresh 100g,CAT_002,SUP_106,22.12,172,84
PRD_0280,EliteOne Namkeen Lite 500ml,CAT_002,SUP_142,121.3,80,74
PRD_0281,FamilyChoice Crackers Premium 200ml,CAT_002,SUP_121,43.52,170,
PRD_0282,EliteOne Namkeen Premium 200ml,CAT_002,SUP_106,27.24,154,176
PRD_0283,DailyDrop Puffs Lite 200ml,CAT_002,SUP_106,58.43,56,216
PRD_0284,MunchTime Puffs Classic 1L,CAT_002,SUP_086,146.51,64,195
PRD_0285,SmartLife Puffs Classic 12pcs,CAT_002,SUP_200,62.92,175,61
PRD_0286,FreshCo Crackers Family Pack 12pcs,CAT_002,SUP_179,56.35,161,
PRD_0287,DailyDrop Chips Regular 2kg,CAT_002,SUP_057,30.72,36,154
PRD_0288,GoodStore Chips Premium 100g,CAT_002,SUP_042,156.1,68,200
PRD_0289,SmartLife Chips Lite 2kg,CAT_002,SUP_059,41.38,85,229
PRD_0290,KitchenPro Namkeen Plus 1kg,CAT_002,SUP_040,41.49,65,
PRD_0291,GlowCare Cookies Premium 2kg,CAT_002,SUP_121,92.2,36,113
PRD_0292,GoodStore Popcorn Regular 250g,CAT_002,SUP_010,103.54,149,232
PRD_0293,GoodStore Namkeen Fresh 2kg,CAT_002,SUP_095,117.64,152,200
PRD_0294,CarePlus Popcorn Classic 100g,CAT_002,SUP_054,112.27,147,80
PRD_0295,GoodStore Puffs Fresh 2kg,CAT_002,SUP_091,160.32,166,85
PRD_0296,CarePlus Cookies Max 500g,CAT_002,SUP_171,46.05,39,
PRD_0297,QuickNest Namkeen Premium 500g,CAT_002,SUP_029,71.33,101,211
PRD_0298,KitchenPro Cookies Classic 1L,CAT_002,SUP_079,70.08,120,96
PRD_0299,UrbanBasket Namkeen Daily 200g,CAT_002,SUP_029,61.35,48,159
PRD_0300,ComfortLine Puffs Classic 6pcs,CAT_002,SUP_079,82.04,118,
PRD_0301,DailyDrop Popcorn Max 2kg,CAT_002,SUP_011,140.33,98,234
PRD_0302,HappyHome Trail Mix Classic 24pcs,CAT_002,SUP_095,49.99,137,220
PRD_0303,SmartLife Trail Mix Daily 500g,CAT_002,SUP_175,46.85,179,235
PRD_0304,ComfortLine Trail Mix Regular 24pcs,CAT_002,SUP_079,63.09,40,197
PRD_0305,PrimePick Crackers Fresh 6pcs,CAT_002,SUP_011,53.67,106,212
PRD_0306,SmartLife Puffs Classic 750g,CAT_002,SUP_086,177.92,64,66
PRD_0307,ValueMart Trail Mix Plus 6pcs,CAT_002,SUP_086,128.17,96,101
PRD_0308,DailyDrop Puffs Plus 1kg,CAT_002,SUP_058,82.79,53,105
PRD_0309,PureLeaf Trail Mix Plus 12pcs,CAT_002,SUP_105,27.7,131,101
PRD_0310,SmartLife Namkeen Lite 2kg,CAT_002,SUP_185,163.94,138,95
PRD_0311,HealthySip Trail Mix Family Pack 500g,CAT_002,SUP_054,24.56,126,223
PRD_0312,PrimePick Cookies Max 24pcs,CAT_002,SUP_020,42.62,165,156
PRD_0313,KitchenPro Trail Mix Fresh 2kg,CAT_002,SUP_007,48.53,42,108
PRD_0314,GlowCare Namkeen Value Pack 500g,CAT_002,SUP_033,151.42,34,231
